mid,runs,wickets,overs,runs_last_5,wickets_last_5,total
8,30,0,2.5,30,0,208
8,34,0,2.6,34,0,208
8,34,1,3.1,34,1,208
8,34,1,3.2,34,1,208
8,34,1,3.3,34,1,208
8,34,1,3.4,34,1,208
8,34,1,3.5,34,1,208
8,35,1,3.6,35,1,208
8,35,1,4.1,35,1,208
8,35,1,4.2,35,1,208
8,39,1,4.3,39,1,208
8,39,2,4.4,39,2,208
8,39,2,4.5,39,2,208
8,40,2,4.6,39,2,208
8,41,2,5.1,40,2,208
8,42,2,5.1,41,2,208
8,46,2,5.2,45,2,208
8,50,2,5.3,45,2,208
8,51,2,5.4,46,2,208
8,52,2,5.4,45,2,208
8,53,2,5.5,46,2,208
8,53,2,5.6,45,2,208
8,53,2,6.1,45,2,208
8,54,2,6.2,42,2,208
8,55,2,6.3,43,2,208
8,55,2,6.4,39,2,208
8,56,2,6.5,40,2,208
8,58,2,6.5,38,2,208
8,59,2,6.6,33,2,208
8,59,2,7.1,33,2,208
8,60,2,7.2,30,2,208
8,61,2,7.3,27,2,208
8,62,2,7.4,28,1,208
8,63,2,7.5,29,1,208
8,64,2,7.6,30,1,208
8,64,2,8.1,30,1,208
8,64,2,8.2,30,1,208
8,65,2,8.3,30,1,208
8,69,2,8.4,34,1,208
8,70,2,8.5,35,1,208
8,72,2,8.6,33,1,208
8,72,2,9.1,33,0,208
8,73,2,9.2,34,0,208
8,79,2,9.3,39,0,208
8,80,2,9.4,39,0,208
8,81,2,9.5,39,0,208
8,82,2,9.6,36,0,208
8,88,2,10.1,38,0,208
8,89,2,10.2,38,0,208
8,90,2,10.3,38,0,208
8,91,2,10.4,38,0,208
8,95,2,10.5,42,0,208
8,96,2,10.6,43,0,208
8,96,2,11.1,42,0,208
8,97,2,11.2,42,0,208
8,101,2,11.3,46,0,208
8,105,2,11.4,49,0,208
8,110,2,11.4,52,0,208
8,111,2,11.5,52,0,208
8,112,2,11.6,53,0,208
8,113,2,12.1,53,0,208
8,113,2,12.2,52,0,208
8,114,2,12.3,52,0,208
8,118,2,12.4,55,0,208
8,119,2,12.5,55,0,208
8,123,2,12.6,59,0,208
8,123,2,13.1,59,0,208
8,124,2,13.2,59,0,208
8,130,2,13.3,61,0,208
8,130,2,13.4,60,0,208
8,131,2,13.5,59,0,208
8,137,2,13.6,65,0,208
8,139,2,14.1,66,0,208
8,140,2,14.2,61,0,208
8,141,2,14.3,61,0,208
8,143,2,14.4,62,0,208
8,143,2,14.5,61,0,208
8,143,3,14.6,55,1,208
8,144,3,15,55,1,208
8,148,3,15.1,58,1,208
8,148,3,15.2,57,1,208
8,152,3,15.3,57,1,208
8,153,3,15.4,57,1,208
8,157,3,15.5,61,1,208
8,158,3,15.6,61,1,208
8,162,3,16.1,61,1,208
8,163,3,16.2,58,1,208
8,164,3,16.3,54,1,208
8,165,3,16.4,54,1,208
8,167,3,16.5,55,1,208
8,168,3,16.6,55,1,208
8,172,3,17.1,59,1,208
8,173,3,17.2,59,1,208
8,177,3,17.3,59,1,208
8,181,3,17.4,62,1,208
8,182,3,17.5,59,1,208
8,182,3,17.6,59,1,208
8,182,3,18.1,58,1,208
8,187,3,18.1,57,1,208
8,187,3,18.2,57,1,208
8,188,3,18.3,57,1,208
8,192,3,18.4,55,1,208
8,194,3,18.5,55,1,208
8,194,4,18.6,54,2,208
8,200,4,19.1,59,2,208
8,201,4,19.2,58,2,208
8,205,4,19.3,62,2,208
8,206,4,19.4,63,1,208
8,206,5,19.5,62,2,208
8,208,5,19.6,60,2,208
9,0,0,0.1,0,0,214
9,4,0,0.2,4,0,214
9,4,0,0.3,4,0,214
9,4,0,0.4,4,0,214
9,8,0,0.5,8,0,214
9,12,0,0.6,12,0,214
9,13,0,1.1,13,0,214
9,14,0,1.2,14,0,214
9,18,0,1.3,18,0,214
9,18,0,1.4,18,0,214
9,18,0,1.5,18,0,214
9,22,0,1.6,22,0,214
9,22,0,2.1,22,0,214
9,22,1,2.2,22,1,214
9,22,1,2.3,22,1,214
9,26,1,2.4,26,1,214
9,32,1,2.5,32,1,214
9,32,2,2.6,32,2,214
9,33,2,3.1,33,2,214
9,33,2,3.2,33,2,214
9,33,2,3.3,33,2,214
9,33,2,3.4,33,2,214
9,33,2,3.5,33,2,214
9,33,2,3.6,33,2,214
9,33,2,4.1,33,2,214
9,37,2,4.2,37,2,214
9,41,2,4.3,41,2,214
9,41,2,4.4,41,2,214
9,44,2,4.5,44,2,214
9,48,2,4.6,48,2,214
9,48,2,5.1,48,2,214
9,52,2,5.2,48,2,214
9,52,2,5.3,48,2,214
9,52,2,5.4,48,2,214
9,53,2,5.4,45,2,214
9,57,2,5.5,45,2,214
9,58,2,5.6,45,2,214
9,58,2,6.1,44,2,214
9,59,2,6.2,41,2,214
9,59,2,6.3,41,2,214
9,60,2,6.4,42,2,214
9,60,2,6.5,38,2,214
9,61,2,6.6,39,2,214
9,67,2,7.1,45,1,214
9,68,2,7.2,46,1,214
9,69,2,7.3,43,1,214
9,70,2,7.4,38,1,214
9,71,2,7.5,39,0,214
9,72,2,7.6,39,0,214
9,74,2,8.1,41,0,214
9,75,2,8.2,42,0,214
9,75,3,8.3,42,1,214
9,76,3,8.4,43,1,214
9,77,3,8.5,44,1,214
9,78,3,8.6,45,1,214
9,79,3,9.1,42,1,214
9,83,3,9.2,42,1,214
9,83,3,9.3,42,1,214
9,84,3,9.4,40,1,214
9,84,3,9.5,36,1,214
9,85,3,9.6,37,1,214
9,86,3,10.1,34,1,214
9,87,3,10.2,35,1,214
9,87,3,10.3,35,1,214
9,88,3,10.4,35,1,214
9,89,3,10.4,32,1,214
9,95,3,10.5,37,1,214
9,99,3,10.6,41,1,214
9,99,3,11.1,40,1,214
9,100,3,11.2,41,1,214
9,101,3,11.3,41,1,214
9,101,3,11.4,41,1,214
9,102,3,11.5,41,1,214
9,108,3,11.6,41,1,214
9,109,3,12.1,41,1,214
9,111,3,12.2,42,1,214
9,117,3,12.3,47,1,214
9,118,3,12.4,47,1,214
9,118,3,12.5,46,1,214
9,118,3,12.6,44,1,214
9,119,3,13.1,44,1,214
9,121,3,13.2,46,0,214
9,127,3,13.3,51,0,214
9,128,3,13.4,51,0,214
9,129,3,13.5,51,0,214
9,129,3,13.6,50,0,214
9,133,3,14.1,50,0,214
9,134,3,14.1,51,0,214
9,135,3,14.2,51,0,214
9,136,3,14.3,52,0,214
9,138,3,14.4,53,0,214
9,142,3,14.5,56,0,214
9,148,3,14.6,61,0,214
9,149,3,15.1,62,0,214
9,153,3,15.2,65,0,214
9,154,3,15.3,65,0,214
9,158,3,15.4,63,0,214
9,159,3,15.5,60,0,214
9,160,3,15.6,61,0,214
9,161,3,16.1,61,0,214
9,165,3,16.2,64,0,214
9,169,3,16.3,68,0,214
9,171,3,16.4,69,0,214
9,171,3,16.5,63,0,214
9,171,3,16.6,62,0,214
9,177,3,17.1,66,0,214
9,178,3,17.2,61,0,214
9,179,3,17.3,61,0,214
9,185,3,17.4,67,0,214
9,186,3,17.5,68,0,214
9,186,4,17.6,67,1,214
9,190,4,18.1,69,1,214
9,191,4,18.2,64,1,214
9,195,4,18.3,67,1,214
9,196,4,18.3,67,1,214
9,197,4,18.3,68,1,214
9,198,4,18.4,65,1,214
9,199,4,18.5,65,1,214
9,203,4,18.6,68,1,214
9,203,4,19.1,67,1,214
9,204,4,19.1,66,1,214
9,208,4,19.2,66,1,214
9,212,4,19.3,64,1,214
9,212,4,19.4,63,1,214
9,214,4,19.5,61,1,214
9,214,5,19.6,60,2,214
10,0,0,0.1,0,0,182
10,0,0,0.2,0,0,182
10,1,0,0.3,1,0,182
10,2,0,0.4,2,0,182
10,2,0,0.5,2,0,182
10,2,0,0.6,2,0,182
10,7,0,1.1,7,0,182
10,7,0,1.2,7,0,182
10,8,0,1.3,8,0,182
10,8,1,1.4,8,1,182
10,8,1,1.5,8,1,182
10,8,1,1.6,8,1,182
10,9,1,2.1,9,1,182
10,9,1,2.2,9,1,182
10,13,1,2.3,13,1,182
10,14,1,2.4,14,1,182
10,14,1,2.5,14,1,182
10,15,1,2.6,15,1,182
10,15,1,3.1,15,1,182
10,15,1,3.2,15,1,182
10,16,1,3.3,16,1,182
10,20,1,3.4,20,1,182
10,21,1,3.5,21,1,182
10,25,1,3.6,25,1,182
10,29,1,4.1,29,1,182
10,30,1,4.1,30,1,182
10,30,1,4.2,30,1,182
10,34,1,4.3,34,1,182
10,38,1,4.4,38,1,182
10,40,1,4.5,40,1,182
10,43,1,4.6,43,1,182
10,43,1,5.1,43,1,182
10,45,1,5.2,44,1,182
10,51,1,5.3,49,1,182
10,51,1,5.4,49,1,182
10,55,1,5.5,53,1,182
10,56,1,5.5,49,1,182
10,60,1,5.6,53,1,182
10,61,1,6.1,53,1,182
10,65,1,6.2,57,0,182
10,66,1,6.3,58,0,182
10,68,1,6.4,60,0,182
10,69,1,6.5,60,0,182
10,70,1,6.6,61,0,182
10,74,1,7.1,61,0,182
10,75,1,7.2,61,0,182
10,75,1,7.3,61,0,182
10,75,1,7.4,60,0,182
10,81,1,7.5,66,0,182
10,81,1,7.6,66,0,182
10,81,2,8.1,65,1,182
10,83,2,8.2,63,1,182
10,84,2,8.3,63,1,182
10,85,2,8.4,60,1,182
10,86,2,8.5,57,1,182
10,86,2,8.6,56,1,182
10,87,2,9.1,57,1,182
10,89,2,9.2,55,1,182
10,91,2,9.3,53,1,182
10,91,2,9.4,51,1,182
10,92,2,9.5,49,1,182
10,94,2,9.6,51,1,182
10,95,2,10.1,50,1,182
10,101,2,10.2,50,1,182
10,105,2,10.3,54,1,182
10,106,2,10.4,51,1,182
10,107,2,10.5,51,1,182
10,107,3,10.6,47,2,182
10,107,3,11.1,46,2,182
10,108,3,11.2,43,2,182
10,108,3,11.3,42,2,182
10,109,3,11.4,41,2,182
10,109,3,11.5,40,2,182
10,110,3,11.6,40,2,182
10,111,3,12.1,37,2,182
10,113,3,12.2,38,2,182
10,113,3,12.3,38,2,182
10,114,3,12.4,39,2,182
10,115,3,12.5,34,2,182
10,116,3,12.6,35,2,182
10,117,3,13.1,36,1,182
10,118,3,13.2,35,1,182
10,119,3,13.3,35,1,182
10,121,3,13.4,36,1,182
10,121,4,13.5,35,2,182
10,122,4,13.6,36,2,182
10,123,4,14.1,36,2,182
10,127,4,14.2,38,2,182
10,127,4,14.3,36,2,182
10,131,4,14.4,40,2,182
10,132,4,14.5,40,2,182
10,138,4,14.6,44,2,182
10,142,4,15.1,47,2,182
10,142,4,15.2,41,2,182
10,142,4,15.3,37,2,182
10,143,4,15.4,37,2,182
10,145,4,15.5,38,2,182
10,146,4,15.6,39,1,182
10,147,4,16.1,40,1,182
10,151,4,16.2,43,1,182
10,152,4,16.3,44,1,182
10,152,5,16.4,43,2,182
10,152,5,16.5,43,2,182
10,152,5,16.6,42,2,182
10,154,5,17.1,43,2,182
10,155,5,17.2,42,2,182
10,155,5,17.3,42,2,182
10,155,6,17.4,41,3,182
10,156,6,17.5,41,3,182
10,157,6,17.5,41,3,182
10,157,6,17.6,40,3,182
10,159,6,18.1,41,3,182
10,159,7,18.2,40,4,182
10,163,7,18.3,42,4,182
10,163,7,18.4,42,3,182
10,167,7,18.5,45,3,182
10,169,7,18.5,46,3,182
10,169,8,18.6,42,4,182
10,170,8,19.1,43,4,182
10,170,9,19.2,39,5,182
10,174,9,19.3,42,5,182
10,175,9,19.4,37,5,182
10,181,9,19.5,39,5,182
10,182,10,19.6,40,6,182
